month,total_articles,matched_articles,share_scaled,ireland_main_epu,ireland_domestic_epu
2025-06-01,6900,101,0.02051910144927536,433.0988321194267,
2025-07-01,7128,109,0.021436054994388328,452.4533845229234,
2025-08-01,6296,51,0.011355114358322744,239.67041982733127,
2025-09-01,6875,61,0.012437789090909092,262.52292414389683,
2025-10-01,7338,73,0.013945407467974924,294.34490579052476,
2025-11-01,6796,42,0.008663272513243083,182.85249886482393,
2025-12-01,6004,60,0.014008660892738174,295.68002438056214,
2026-01-01,6642,58,0.012240951520626316,258.3681846924609,
