Month,Total_Articles,Matched_Articles,Share_Raw,Share_Scaled,EPU_Raw,EPU_Scaled
2025-01-01,7111,71,0.009984531008297005,0.013996315567430742,210.7408983561371,295.41944602643025
2025-06-01,6900,101,0.014637681159420289,0.02051910144927536,308.9570390987512,433.0988321194267
2025-07-01,7128,109,0.015291806958473625,0.021436054994388328,322.76396762171925,452.4533845229234
2025-08-01,6296,51,0.008100381194409149,0.011355114358322744,170.97129770048076,239.67041982733127
2025-09-01,6875,61,0.008872727272727273,0.012437789090909092,187.27355502432556,262.52292414389683
2025-10-01,7338,73,0.009948214772417552,0.013945407467974924,209.97435517172744,294.34490579052476
2025-11-01,6796,42,0.006180105944673337,0.008663272513243083,130.4391811628097,182.85249886482393
2025-12-01,6004,60,0.009993337774816789,0.014008660892738174,210.92678675257872,295.68002438056214
